w_out,LCOH,LCOH_i
3940.441499,0.014778401,0.316280785
1543.502455,0.030339936,0.649321865
1540.091422,0.040407337,0.86477993
209.2361178,0.0921229,1.971573507
596.8277877,0.064180761,1.373568232
1783.885819,0.03378165,0.722979917
3074.260755,0.021357022,0.457073535
2607.975671,0.02635265,0.563987749
1445.667506,0.020911169,0.44753158
1822.63121,0.015983454,0.342070814
3489.161973,0.029604995,0.633592988
1181.281382,0.040339719,0.863332798
2191.09629,0.027715272,0.593149988
2252.852438,0.013281104,0.284236314
4968.327549,0.014339409,0.306885678
4702.050289,0.022746672,0.486814195
3471.198057,0.024413198,0.522480457
8487.37218,0.00858824,0.183801718
1394.571509,0.039299317,0.84106658
1015.850551,0.039085079,0.836481558
678.4083552,0.109321571,2.339651848
2503.403227,0.021458619,0.459247866
4658.491571,0.007721967,0.16526211
10732.67596,0.008432111,0.180460306
4596.089288,0.019136754,0.409556332
1030.484491,0.069054444,1.477872624
2826.099253,0.019008423,0.406809843
658.9665354,0.068433863,1.464591235
1775.223964,0.012968755,0.277551558
4026.165699,0.009342836,0.199951229
1830.217601,0.023869145,0.510836873
3626.532529,0.011739629,0.251246337
5093.142378,0.01992196,0.426360956
4072.083901,0.02348236,0.502559073
556.3808606,0.045090527,0.965007481
3375.139383,0.020202177,0.43235804
3825.989308,0.008999053,0.192593738
442.3660657,0.134262912,2.873435392
1662.501499,0.012013146,0.257100037
943.7511158,0.056921559,1.218209996
1934.636309,0.036384743,0.778690161
6342.825756,0.00820722,0.175647278
1509.088805,0.034486473,0.738064218
4164.440371,0.021326066,0.456411016
3160.986455,0.015666924,0.335296577
2520.30048,0.021600783,0.462290384
207.252583,0.16107936,3.447349129
1175.135914,0.030893292,0.661164563
498.5651779,0.045588142,0.975657228
3120.461094,0.026796787,0.573492963
3731.608957,0.009830156,0.210380647
4648.310374,0.011145317,0.238527141
148.9494193,0.171894711,3.678814485
1755.827866,0.033250505,0.711612572
575.4057967,0.081732595,1.749204809
410.200691,0.033820863,0.723819133
4814.981475,0.013376434,0.286276522
1794.551515,0.011817084,0.252903997
2286.368012,0.01165126,0.24935511
543.9588058,0.111192004,2.379682031
2098.114027,0.020229233,0.432937093
5112.794154,0.015662663,0.335205385
2436.243471,0.041683412,0.892089927
834.2273384,0.026508403,0.567321097
1463.780641,0.034381415,0.73581581
1260.873828,0.019096392,0.408692515
2123.819274,0.024071544,0.515168525
1649.523457,0.034838182,0.745591339
1792.377124,0.022853694,0.48910464
758.113877,0.119481539,2.557090985
1471.84739,0.02566603,0.549292998
1820.673946,0.020515139,0.439055914
2840.081124,0.023953226,0.51263633
1447.630536,0.045571694,0.97530521
94.40974032,0.252097187,5.395272355
4639.223318,0.018771425,0.401737722
1519.400872,0.025123893,0.537690442
8414.302867,0.011073923,0.236999202
1791.131231,0.053632345,1.147815688
447.1454435,0.07748894,1.658383984
1468.324893,0.046249481,0.989810919
1340.079642,0.047518013,1.016959474
2322.062037,0.012775859,0.273423269
3872.374581,0.010030516,0.214668669
2846.135023,0.020824821,0.445683604
692.0314078,0.039970698,0.85543518
1554.029089,0.02773979,0.593674711
3495.046738,0.018426928,0.394364957
6878.409706,0.009337615,0.1998395
1723.759857,0.027910684,0.597332109
6760.875832,0.00923814,0.197710586
2002.495264,0.027971208,0.598627407
3262.922472,0.012063521,0.258178126
4604.62974,0.02153329,0.460845937
503.8410738,0.032154951,0.688166022
1903.273924,0.016888184,0.361433431
1324.877698,0.021667985,0.46372861
411.2399856,0.092319141,1.975773365
344.2815622,0.077408533,1.656663134
2643.816039,0.009184069,0.196553384
1368.519448,0.057211079,1.224406179
1380.528409,0.017195054,0.368000929
5687.889443,0.01488913,0.318650559
816.9035644,0.01977359,0.423185625
1184.641218,0.018775173,0.401817935
1711.355572,0.020771857,0.444550089
333.685244,0.102020094,2.183388869
3676.849066,0.0120143,0.257124729
1346.700703,0.013296493,0.284565651
3596.547758,0.026293675,0.562725588
4006.955413,0.013226958,0.283077494
795.5408627,0.05004482,1.071037075
390.3161069,0.094487489,2.022179396
422.5894001,0.069694304,1.491566625
2746.687223,0.019532776,0.418031817
3594.303766,0.019360748,0.414350148
402.2538199,0.09002835,1.92674687
6603.886483,0.012840015,0.274796318
4307.921093,0.016454733,0.3521569
878.8958716,0.028824205,0.616882872
1164.925211,0.050387394,1.078368702
996.379676,0.041910849,0.89695743
1610.662799,0.026948033,0.576729868
2283.230139,0.010416483,0.222928949
1267.026513,0.014157389,0.302990179
3472.080283,0.009226505,0.197461564
689.9964476,0.032166241,0.688407649
1854.33111,0.023371588,0.50018838
696.5613159,0.037148963,0.795045655
2354.592205,0.032552184,0.696667429
294.4806932,0.044693808,0.956517093
1058.698309,0.035463076,0.758965053
406.4591815,0.112547894,2.408700184
1776.314395,0.035106855,0.751341372
4834.246791,0.011675975,0.249884056
396.8905563,0.071706076,1.534621692
277.8290511,0.195761852,4.189608458
2789.643527,0.025168066,0.538635807
1709.647359,0.023941775,0.512391269
2794.479976,0.014895359,0.318783881
370.7400327,0.124124158,2.65645027
2529.425722,0.01479101,0.316550646
2620.274919,0.019931467,0.426564438
